Site code,HYMO  type,"Highly rheophilic, intolerant species","Rheophilic benthic species, preferring sandy-gravel bottom substrate","Rheophilic water column species, preferring sandy-gravel bottom substrate",Limnophilic benthic species of moderate tolerance,Limnophilic water column species of moderate tolerance,"Intolerant, rheophilic benthic species, preferring detritus or pelal bottom substrate","Intolerant, water column species",Limnophilic lithophilic species of moderate tolerance,Limnophilic phytophilic species of moderate tolerance,Benthic species  of moderate tolerance,Generalists - tolerant species
IRCFB099,1,0.806930693,0.024752475,0,0,0,0,0,0,0,0,0.168316832
IRCFB104,11,0.861111111,0,0,0,0,0,0,0,0,0,0.138888889
IRCFB108,1,0.897233202,0.007905138,0,0,0,0,0,0,0.011857708,0,0.083003953
IRCFB109,11,0.788732394,0,0,0,0,0,0,0,0,0,0.211267606
IRCFB117,13,0.4,0.25,0,0,0,0,0,0,0.05,0,0.3
IRCFB132,11,0.927272727,0.072727273,0,0,0,0,0,0,0,0,0
IRCFB134,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB135,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB136,11,0.976744186,0,0,0,0,0,0,0,0,0,0.023255814
IRCFB137,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB138,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB139,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB140,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB142,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB143,11,0,0,1,0,0,0,0,0,0,0,0
IRCFB144,11,0.888888889,0.066666667,0.044444444,0,0,0,0,0,0,0,0
IRCFB147,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB148,11,0.976190476,0,0,0,0,0,0,0,0,0,0.023809524
IRCFB149,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB150,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB151,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB152,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB153,11,0.974025974,0.025974026,0,0,0,0,0,0,0,0,0
IRCFB154,11,0.892857143,0.071428571,0.035714286,0,0,0,0,0,0,0,0
IRCFB158,11,0.572139303,0.099502488,0.328358209,0,0,0,0,0,0,0,0
IRCFB159,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB160,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB163,11,0.869565217,0.02173913,0.108695652,0,0,0,0,0,0,0,0
IRCFB168,11,0.68,0,0.32,0,0,0,0,0,0,0,0
IRCFB169,11,0.863636364,0.009090909,0.109090909,0,0,0,0,0,0,0,0.018181818
IRCFB170,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB171,11,0.928571429,0,0,0,0,0,0,0,0,0,0.071428571
IRCFB172,11,0.764705882,0,0,0,0,0,0,0,0,0,0.235294118
IRCFB173,11,0.818181818,0.015151515,0.151515152,0,0,0,0,0,0,0,0.015151515
IRCFB174,11,0.842105263,0.052631579,0.070175439,0,0,0,0,0,0,0,0.035087719
IRCFB176,11,0.993243243,0,0.006756757,0,0,0,0,0,0,0,0
IRCFB177,11,0.976,0,0.024,0,0,0,0,0,0,0,0
IRCFB178,11,0.994652406,0,0.005347594,0,0,0,0,0,0,0,0
IRCFB179,11,0.988372093,0,0,0,0,0,0,0,0,0,0.011627907
IRCFB186,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB187,11,0.714285714,0,0,0,0,0,0,0,0,0,0.285714286
IRCFB188,11,0.828571429,0,0.142857143,0,0,0,0,0,0,0,0.028571429
IRCFB189,11,0.982758621,0,0,0,0,0,0,0,0,0,0.017241379
IRCFB192,11,0.95049505,0,0,0,0,0,0,0,0,0,0.04950495
IRCFB195,11,0.852173913,0.095652174,0.008695652,0,0,0,0,0,0,0,0.043478261
IRCFB202,11,0.836065574,0.040983607,0.12295082,0,0,0,0,0,0,0,0
IRCFB203,11,0.626436782,0.028735632,0.293103448,0,0,0,0,0,0,0,0.051724138
IRCFB205,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB206,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB208,11,0.918699187,0,0.024390244,0,0,0,0,0,0.008130081,0,0.048780488
IRCFB209,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB210,11,0.985507246,0,0,0,0,0,0,0,0,0,0.014492754
IRCFB211,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB212,11,0.971590909,0,0.017045455,0,0,0,0,0,0,0,0.011363636
IRCFB213,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB214,11,0.986666667,0,0,0,0,0,0,0,0,0,0.013333333
IRCFB215,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB216,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB218,11,0.84,0.013333333,0.146666667,0,0,0,0,0,0,0,0
IRCFB219,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB220,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB221,11,0.98245614,0.01754386,0,0,0,0,0,0,0,0,0
IRCFB222,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB223,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB251,11,0.977777778,0,0,0,0,0,0,0,0,0,0.022222222
IRCFB252,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB253,11,0.928870293,0,0,0,0,0,0,0,0,0,0.071129707
IRCFB254,11,0.860465116,0,0,0,0,0,0,0,0,0,0.139534884
IRCFB276,11,0.957746479,0,0,0,0,0,0,0,0,0,0.042253521
IRCFB277,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB278,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB279,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB280,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB281,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB283,11,0.97810219,0,0,0,0,0,0,0,0,0,0.02189781
IRCFB285,11,0.771929825,0.105263158,0.070175439,0,0,0,0,0,0.01754386,0,0.035087719
IRCFB287,13,0.945945946,0,0,0,0,0,0,0,0,0,0.054054054
IRCFB288,11,0.98630137,0,0,0,0,0,0,0,0,0,0.01369863
IRCFB289,11,0.869047619,0,0,0,0,0,0,0,0,0,0.130952381
IRCFB290,11,0.975609756,0,0,0,0,0,0,0,0,0,0.024390244
IRCFB291,11,0.803571429,0.035714286,0,0,0,0,0,0,0,0,0.160714286
IRCFB292,1,0.923076923,0,0,0,0,0,0,0,0,0,0.076923077
IRCFB293,11,0.714285714,0,0.19047619,0,0,0,0,0,0,0,0.095238095
IRCFB294,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB295,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB297,11,0.955882353,0,0,0,0,0,0,0,0.029411765,0,0.014705882
IRCFB298,11,0.981132075,0,0,0,0,0,0,0,0,0,0.018867925
IRCFB299,11,0.984375,0,0,0,0,0,0,0,0,0,0.015625
IRCFB300,11,1,0,0,0,0,0,0,0,0,0,0
IRCFB301,11,0.964285714,0,0,0,0,0,0,0,0,0,0.035714286
IRCFB302,11,0.973684211,0,0,0,0,0,0,0,0,0,0.026315789
IRCFB303,11,0.965517241,0,0,0,0,0,0,0,0,0,0.034482759
IRCFB304,11,0.8,0,0,0,0,0,0,0,0,0,0.2
IRCFB305,11,0.8,0,0,0,0,0,0,0,0.1,0,0.1
IRCFB320,16,0.947368421,0,0,0,0,0,0,0,0,0,0.052631579
IRCFB321,15,1,0,0,0,0,0,0,0,0,0,0
IRCFB323,15,0.786666667,0,0,0,0,0,0,0,0,0,0.213333333
IRUCC001,11,0.981308411,0,0,0,0,0,0,0,0,0,0.018691589
IRUCC002,11,0.958333333,0,0,0,0,0,0,0,0,0,0.041666667
IRUCC003,11,1,0,0,0,0,0,0,0,0,0,0
IRUCC004,11,0.935483871,0,0,0,0,0,0,0,0,0,0.064516129
IRUCC005,11,0.933333333,0,0,0,0,0,0,0,0,0,0.066666667
IRUCC006,11,0.960784314,0,0,0,0,0,0,0,0,0,0.039215686
IRUCC007,11,0.92,0,0,0,0,0,0,0,0,0,0.08
IRUCC008,11,0.957446809,0,0,0,0,0,0,0,0,0,0.042553191
IRUCC009,11,1,0,0,0,0,0,0,0,0,0,0
IRUCC010,11,0.971014493,0,0,0,0,0,0,0,0,0,0.028985507
IRUCC011,11,0.972972973,0,0,0,0,0,0,0,0,0,0.027027027
IRUCC012,11,0.969230769,0,0,0,0,0,0,0,0,0,0.030769231
IRUCC013,11,0.959183673,0,0,0,0,0,0,0,0,0,0.040816327
IRUCC014,11,0.961538462,0,0,0,0,0,0,0,0,0,0.038461538
IRUCC015,11,0.978494624,0,0,0,0,0,0,0,0,0,0.021505376
IRUCC031,11,0.96,0,0,0,0,0,0,0,0,0,0.04
IRUCC032,11,1,0,0,0,0,0,0,0,0,0,0
IRUCC033,11,0.545454545,0.151515152,0,0,0,0,0,0,0,0,0.303030303
IRUCC034,11,0.958333333,0.041666667,0,0,0,0,0,0,0,0,0
IRUCC035,11,0.666666667,0,0,0,0,0,0,0,0,0,0.333333333
IRUCC036,11,0.957446809,0,0,0,0,0,0,0,0,0,0.042553191
IRUCC039,11,0.9375,0,0,0,0,0,0,0,0,0,0.0625
IRUCC040,11,1,0,0,0,0,0,0,0,0,0,0
IRUCC044,11,0.925925926,0.074074074,0,0,0,0,0,0,0,0,0
IRUCC048,11,0.777777778,0.111111111,0,0,0,0,0,0,0,0,0.111111111
IRUCC050,11,0.423357664,0.01459854,0.01459854,0,0,0,0,0,0,0,0.547445255
IRUCC051,11,0.975609756,0,0,0,0,0,0,0,0,0,0.024390244
IRUCC052,11,1,0,0,0,0,0,0,0,0,0,0
IRUCC054,11,1,0,0,0,0,0,0,0,0,0,0
IRUCC055,11,1,0,0,0,0,0,0,0,0,0,0
IRUCC058,11,0.939393939,0,0,0,0,0,0,0,0,0,0.060606061
IRUCC060,11,0.978947368,0.021052632,0,0,0,0,0,0,0,0,0
IRUCC061,11,0.64,0.333333333,0,0,0,0,0,0,0,0,0.026666667
IRUCC062,11,0.6625,0.3125,0,0,0,0,0,0,0,0,0.025
IRUCC068,1,0.285714286,0.714285714,0,0,0,0,0,0,0,0,0
IRUCD054,11,1,0,0,0,0,0,0,0,0,0,0
IRUCD056,11,1,0,0,0,0,0,0,0,0,0,0
IRUCD058,11,0.784313725,0,0,0,0,0,0,0,0,0,0.215686275
IRUCD059,11,0.913793103,0,0.051724138,0,0,0,0,0,0,0,0.034482759
IRUCD063,11,0.866666667,0.133333333,0,0,0,0,0,0,0,0,0
IRUCD064,11,1,0,0,0,0,0,0,0,0,0,0
IRUCD066,11,0.948717949,0,0,0,0,0,0,0,0,0,0.051282051
IRUCD068,11,0.838709677,0.161290323,0,0,0,0,0,0,0,0,0
IRUCD069,11,0.898305085,0.016949153,0,0,0,0,0,0,0,0,0.084745763
IRUCD070,11,0.64516129,0,0.35483871,0,0,0,0,0,0,0,0
IRUCD071,11,0.987341772,0,0,0,0,0,0,0,0,0,0.012658228
IRUCD072,11,0.941176471,0.035294118,0,0,0,0,0,0,0,0,0.023529412
IRUCD073,11,0.75,0,0,0,0,0,0,0,0,0,0.25
IRUCD074,11,0.882352941,0,0,0,0,0,0,0,0,0,0.117647059
IRUCD075,11,0.833333333,0.1,0.066666667,0,0,0,0,0,0,0,0
IRUCD076,11,0.910714286,0,0,0,0,0,0,0,0,0,0.089285714
IRUCD077,11,0.975,0,0,0,0,0,0,0,0,0,0.025
LBPv0706,2,0.989361702,0,0.010638298,0,0,0,0,0,0,0,0
LoRu1006,2,1,0,0,0,0,0,0,0,0,0,0
LTDU0007,6,0,0,0.056179775,0,0,0,0,0,0.314606742,0,0.629213483
LTDU0008,6,0.03601108,0.127423823,0.814404432,0,0,0,0,0,0,0,0.022160665
LTJUAK03,6,0.101818182,0.385454545,0.494545455,0,0,0,0,0,0,0,0.018181818
LTME0001,6,0.309210526,0.203947368,0.480263158,0,0,0,0,0,0,0,0.006578947
LTME0009,6,0.231707317,0.097560976,0.341463415,0,0,0,0,0,0,0,0.329268293
LTMEAM02,6,0.703225806,0.025806452,0.251612903,0,0,0,0,0,0.006451613,0,0.012903226
LTMEDE04,6,0.75,0.15625,0,0,0,0,0,0,0,0,0.09375
LTMESK01,6,0.510638298,0,0.489361702,0,0,0,0,0,0,0,0
LTMEUL02,6,0.431818182,0,0.545454545,0,0,0,0,0,0,0,0.022727273
LTMEVI03,6,0.342105263,0,0,0,0,0,0,0,0.026315789,0,0.631578947
LTNEAL01,6,0.049382716,0.156378601,0.794238683,0,0,0,0,0,0,0,0
LTNEJS01,6,0.25,0.305555556,0.055555556,0,0,0,0,0,0,0,0.388888889
LTNELA01,6,0.9125,0,0.075,0,0,0,0,0,0.0125,0,0
LTNESR01,6,0.267241379,0.474137931,0.120689655,0,0,0,0,0,0,0,0.137931034
LTNESV01,6,0.060606061,0.242424242,0.666666667,0,0,0,0,0,0.03030303,0,0
LTNEVS01,6,0.967741935,0,0,0,0,0,0,0,0.032258065,0,0
LTNEVS02,6,0.95,0,0,0,0,0,0,0,0.033333333,0.016666667,0
LTNR0007,6,0.035175879,0.168341709,0.221105528,0.010050251,0,0,0,0,0.052763819,0,0.512562814
LTNRKE02,6,0.782608696,0.065217391,0.065217391,0,0,0,0,0,0.02173913,0,0.065217391
LTNRKE03,6,0.722222222,0.111111111,0.092592593,0,0,0,0,0,0,0,0.074074074
LTNRNE01,6,0.634146341,0.109756098,0.231707317,0,0,0,0,0,0,0,0.024390244
LTNRZI01,6,0.035820896,0.892537313,0.068656716,0,0,0,0,0,0,0,0.002985075
LTSEJO01,6,0.028571429,0.414285714,0.071428571,0.014285714,0,0.014285714,0,0,0,0,0.457142857
LTSV0007,6,0.70984456,0.062176166,0.088082902,0,0,0,0,0,0.015544041,0,0.124352332
LTSV0011,6,0.253968254,0.358730159,0.155555556,0,0,0,0,0,0.038095238,0,0.193650794
LTSV0017,6,0.095238095,0,0.19047619,0,0,0,0,0,0.357142857,0.023809524,0.333333333
LTSVNE01,6,0.277777778,0.111111111,0.583333333,0,0,0,0,0,0.027777778,0,0
LTSVSE02,6,0.58974359,0.128205128,0.282051282,0,0,0,0,0,0,0,0
LTSVSE04,6,0.352019289,0.063893912,0.497287523,0,0,0,0,0,0.014466546,0,0.072332731
LTSVSE06,6,0.298122066,0.169014085,0.481220657,0,0,0,0,0,0.011737089,0,0.039906103
LTSVSI07,6,0.305882353,0.058823529,0.188235294,0,0,0,0,0,0,0,0.447058824
LTSVSI09,6,0.333333333,0.106666667,0.413333333,0,0,0,0,0,0.08,0,0.066666667
LTSVSI10,6,0.084832905,0.167095116,0.146529563,0.005141388,0,0,0,0,0.519280206,0,0.077120823
LTSVST02,6,0.590909091,0.045454545,0.340909091,0,0,0,0,0,0,0,0.022727273
LTSVVR06,6,0.331010453,0.104529617,0.56097561,0,0,0,0,0,0,0,0.003484321
LTVELU03,6,0.252747253,0.142857143,0.582417582,0,0,0,0,0,0.021978022,0,0
LTVESE01,6,0.357142857,0.558441558,0.025974026,0,0,0,0,0,0.032467532,0,0.025974026
LTVEVR05,6,0.1640625,0.3828125,0.203125,0,0,0,0,0,0.0078125,0,0.2421875
LTZE0001,6,0.094444444,0.15,0.266666667,0,0,0,0,0,0.005555556,0,0.483333333
LTZE0004,6,0.230188679,0.049056604,0.2,0,0,0,0,0,0,0,0.520754717
LTZE0005,6,0.522580645,0.2,0.109677419,0,0,0,0,0,0.012903226,0.006451613,0.148387097
LTZE0006,6,0.175944334,0.137176938,0.388667992,0,0,0.000994036,0,0,0.001988072,0,0.295228628
LTZE0008,6,0.39047619,0.066666667,0.180952381,0,0,0,0,0,0.00952381,0,0.352380952
LTZEBU01,6,0.273381295,0.122302158,0.172661871,0,0,0,0,0,0.09352518,0.007194245,0.330935252
LTZEME04,6,0.645454545,0,0.354545455,0,0,0,0,0,0,0,0
LTZEME06,6,0.762376238,0.00990099,0.227722772,0,0,0,0,0,0,0,0
LTZEPE01,6,0.281818182,0.045454545,0.672727273,0,0,0,0,0,0,0,0
LTZESA01,6,0.468253968,0.142857143,0.380952381,0,0,0,0,0,0.007936508,0,0
LUX_RC4_1,3,0.34124527,0.280701754,0.378052976,0,0,0,0,0,0,0,0
LUX_RC4_13,1,0.489164087,0.287925697,0.222910217,0,0,0,0,0,0,0,0
LUX_RC4_5,3,0.824561404,0.073099415,0.102339181,0,0,0,0,0,0,0,0
LUX_RC4_7,1,0.510853835,0.251808973,0.237337192,0,0,0,0,0,0,0,0
LUX_RC4_9,3,0.429857464,0.126781695,0.438109527,0,0,0,0,0,0.002250563,0,0.00300075
MiMg1007,3,1,0,0,0,0,0,0,0,0,0,0
MzCr0507,2,1,0,0,0,0,0,0,0,0,0,0
NI0063,16,1,0,0,0,0,0,0,0,0,0,0
NI0064,16,1,0,0,0,0,0,0,0,0,0,0
NO01,5,1,0,0,0,0,0,0,0,0,0,0
NO02,5,1,0,0,0,0,0,0,0,0,0,0
NO03,5,1,0,0,0,0,0,0,0,0,0,0
NO04,5,1,0,0,0,0,0,0,0,0,0,0
P0010051/04,9,0.032786885,0.229508197,0,0,0,0,0,0.467213115,0,0,0.270491803
P0010201/05,9,0.653061224,0.183673469,0,0,0,0,0,0.163265306,0,0,0
P0020051/04,9,0.538461538,0.461538462,0,0,0,0,0,0,0,0,0
P0020301/05,9,0.368421053,0.368421053,0,0,0,0,0,0.263157895,0,0,0
P0030071/04,9,0.113636364,0,0,0,0,0,0,0.840909091,0,0,0.045454545
P0030441/05,9,0.580882353,0.220588235,0,0,0,0,0,0.051470588,0.147058824,0,0
P0030801/05,9,0,0.276315789,0,0,0,0,0,0.723684211,0,0,0
P0030851/05,9,0,0.495840266,0,0,0,0,0,0.058236273,0.354409318,0,0.091514143
P0030881/05,8,0.306122449,0.076530612,0,0,0,0,0,0.295918367,0.321428571,0,0
P0040141/04,9,0.450980392,0,0,0,0,0,0,0,0,0,0.549019608
P0040291/04,9,0.007407407,0,0,0,0,0.02962963,0,0.214814815,0,0,0.748148148
P0050101/04,10,0,0,0,0,0,0,0,0,0.934782609,0,0.065217391
P0060081/04,10,0,0,0,0,0,0,0,0.016129032,0.822580645,0,0.161290323
P0060121/04,8,0,0,0,0,0,0,0,0.046153846,0.784615385,0,0.169230769
P0070021/04,10,0,0.022727273,0,0,0,0,0,0.068181818,0.545454545,0.204545455,0.159090909
P0070031/04,10,0,0,0,0,0,0,0,0.072289157,0.686746988,0.168674699,0.072289157
P0070071/04,10,0,0,0,0,0,0,0,0,0.494949495,0.383838384,0.121212121
P0070131/04,10,0,0.246073298,0,0,0,0,0,0.005235602,0.638743455,0.104712042,0.005235602
P0070141/04,10,0,0,0,0,0,0,0,0.11627907,0.88372093,0,0
P0070151/05,10,0,0,0,0,0,0,0,0.049180328,0.852459016,0,0.098360656
P0070161/05,10,0,0,0,0,0,0,0.171875,0.046875,0.609375,0.015625,0.15625
P0070171/05,10,0,0,0,0,0,0,0,0,0.947368421,0,0.052631579
P0070341/05,10,0,0.041237113,0,0,0,0,0,0.004123711,0.878350515,0.039175258,0.037113402
P0080081/04,10,0,0,0.962025316,0,0,0,0,0,0,0,0.037974684
P0080091/04,10,0,0,0.958333333,0,0,0,0,0,0,0,0.041666667
P0080101/04,10,0,0,0.951219512,0,0,0,0,0,0,0,0.048780488
PanV0906,2,0.72,0.274285714,0.005714286,0,0,0,0,0,0,0,0
PL_M01BTARNO,1,0.058510638,0.388297872,0.553191489,0,0,0,0,0,0,0,0
PL_M02BRANPOWZ,3,0,0.957943925,0,0,0,0,0,0,0.004672897,0,0.037383178
PL_M03BLAD,2,1,0,0,0,0,0,0,0,0,0,0
PL_M04BRDPL,3,0,0.031602709,0,0,0,0,0,0,0.031602709,0.002257336,0.934537246
PL_M04GRAJSZCZ,2,1,0,0,0,0,0,0,0,0,0,0
PL_M04HUCZGROD,13,0,0.066666667,0.033333333,0.088888889,0,0.005555556,0,0.005555556,0.15,0,0.65
PL_M04MLUNuj,2,1,0,0,0,0,0,0,0,0,0,0
PL_M04PISARYGA,3,0.048087432,0.158469945,0.333333333,0,0,0,0,0,0.007650273,0,0.452459016
PL_M04PROSWYSZ,3,0.098837209,0.244186047,0.023255814,0.002906977,0,0,0,0,0.00872093,0.002906977,0.619186047
PL_M04STOBGODO,1,0.258373206,0.301435407,0.358851675,0,0,0,0,0,0,0,0.081339713
PL_M04WISMA,3,0.047297297,0.533783784,0.405405405,0,0,0,0,0,0,0,0.013513514
PL_M05BIEBBURU,13,0,0.018276762,0,0.002610966,0,0.052219321,0,0,0.08616188,0.015665796,0.825065274
PL_M05CHOCCHOC,3,0.238938053,0.123893805,0.017699115,0,0,0,0,0,0.008849558,0,0.610619469
PL_M05UHERKARU,1,0,0.31547619,0.029761905,0.05952381,0,0.035714286,0,0,0.041666667,0,0.517857143
PL_M05WISGA,3,0.131355932,0.618644068,0.25,0,0,0,0,0,0,0,0
PL_M06CZESP,3,0.175438596,0.070175439,0.105263158,0,0,0,0,0,0,0,0.649122807
PL_M06KRNOJANK,3,0.107692308,0.384615385,0.046153846,0,0,0,0,0,0.153846154,0.092307692,0.215384615
PL_M06LOSOWITO,1,0.121518987,0.306329114,0.564556962,0,0,0,0,0,0,0,0.007594937
PL_M06LUBACZ,13,0.032258065,0.282258065,0.177419355,0,0,0,0,0,0.112903226,0,0.39516129
PL_M06SZUMSZOS,3,0.744444444,0.1,0.011111111,0,0,0,0,0,0.055555556,0.022222222,0.066666667
PL_M07GOLDBOCW,6,0.127272727,0.618181818,0.236363636,0,0,0,0,0,0,0,0.018181818
PL_M07LUBAME,3,0.206896552,0.24137931,0.275862069,0.034482759,0,0,0,0,0.086206897,0,0.155172414
PL_M07PARKA,13,0.011152416,0.018587361,0.096654275,0,0,0,0,0,0.037174721,0.022304833,0.814126394
PL_M07PISAPTAK,13,0,0.034632035,0.012987013,0.004329004,0,0.008658009,0,0,0.017316017,0,0.922077922
PL_M07PROPRA,3,0,0.891891892,0,0,0,0,0,0,0.054054054,0.054054054,0
PL_M08DDALKALU,3,0,1,0,0,0,0,0,0,0,0,0
PL_M08DRWBL,3,0.138392857,0.066964286,0.785714286,0,0,0,0,0,0.008928571,0,0
PL_M08GOLDJarka,6,0,0.189189189,0.027027027,0,0,0,0,0,0.310810811,0,0.472972973
PL_M08LESNATOP,3,0,0,0,0,0,0,0,0,0.8125,0.03125,0.15625
PL_M08PALULASK,13,0.214285714,0.671428571,0.014285714,0,0,0,0,0,0.042857143,0,0.057142857
PL_M08PIEKIEuj,3,0.325301205,0.5,0.174698795,0,0,0,0,0,0,0,0
PL_M09DOSJOZ,3,0.051724138,0.74137931,0.086206897,0,0,0,0,0,0,0,0.120689655
PL_M09GRAWI,3,0.94,0,0,0,0,0,0,0,0.06,0,0
PL_M09KAMISZKLA,2,1,0,0,0,0,0,0,0,0,0,0
PL_M09KAMIZAWA,1,0.088358209,0.486567164,0.425074627,0,0,0,0,0,0,0,0
PL_M09NETURO,6,0,0,0,0,0,0,0,0,0.05,0,0.95
PL_M09WDAPOHU,3,0,0.177570093,0,0,0,0,0.280373832,0,0,0,0.542056075
PL_M09WEGORudz,6,0.216901408,0.112676056,0.194366197,0,0,0,0,0,0.092957746,0,0.383098592
PL_M09WISRU,1,0.108910891,0.465346535,0.425742574,0,0,0,0,0,0,0,0
PL_M10IWITO,1,0.045918367,0.306122449,0.647959184,0,0,0,0,0,0,0,0
PL_M10JAWOISKA,3,0.069609508,0.285229202,0.64516129,0,0,0,0,0,0,0,0
PL_M10KONKRZ,3,0,0.000998004,0.001996008,0.00499002,0,0,0,0.000998004,0.006986028,0,0.984031936
PL_M10LUBI,3,0.523178808,0.238410596,0.205298013,0,0,0,0,0,0.026490066,0.006622517,0
PL_M10SANTA,2,0.277777778,0.133333333,0.548148148,0,0,0,0,0,0,0,0.040740741
PL_M10WLODJUPO,2,1,0,0,0,0,0,0,0,0,0,0
PL_M11KAMKA,3,0.049079755,0.576687117,0.36196319,0,0,0,0,0,0,0,0.012269939
PL_M11KREPSOSZ,3,1,0,0,0,0,0,0,0,0,0,0
PL_M11OLESNICA,1,0,0.83125,0.0953125,0,0,0,0,0,0,0,0.0734375
PL_M11PARSBARD,13,0.013888889,0.069444444,0.111111111,0,0,0,0,0,0.145833333,0.076388889,0.583333333
PL_M11PIET,6,0,0.168,0.008,0,0,0,0,0,0.12,0,0.704
PL_M11SANOBU,1,0.121387283,0.196531792,0.682080925,0,0,0,0,0,0,0,0
PL_M11SWANT,3,0.121107266,0.332179931,0.107266436,0,0,0,0,0.003460208,0.134948097,0.003460208,0.297577855
PL_M11WARBISK,3,0.056379822,0.106824926,0.112759644,0,0.014836795,0.002967359,0,0.005934718,0.020771513,0.014836795,0.664688427
PL_M11WKRARa,13,0,0.009345794,0,0,0,0.009345794,0,0,0.242990654,0.018691589,0.719626168
PL_M12PLOSKAuj,6,0.086666667,0.433333333,0.266666667,0,0,0,0,0,0,0,0.213333333
PL_M12RZALO,13,0,0.005339436,0.007627765,0.000762777,0,0.040427155,0,0.000762777,0.044241037,0.00228833,0.898550725
PL_M12SAJNA,3,0,0.293333333,0.066666667,0,0,0,0,0,0,0,0.64
PL_M12SOLMA,2,0.355633803,0.014084507,0.623239437,0,0,0,0,0,0,0,0.007042254
PL_M12WARTAKAM,1,0.079674797,0.043902439,0.048780488,0,0,0.009756098,0,0.001626016,0.058536585,0.001626016,0.756097561
PL_M12WKRAS,3,0.048262548,0.191119691,0.115830116,0.027027027,0,0.003861004,0,0,0.216216216,0.005791506,0.391891892
PL_M13BYSBO,1,0.327272727,0.054545455,0.545454545,0,0,0,0,0,0,0,0.072727273
PL_M13DRWESAMB,13,0,0,0.04,0,0,0.033333333,0,0,0.013333333,0,0.913333333
PL_M13KACGO,6,1,0,0,0,0,0,0,0,0,0,0
PL_M13KLIKpow,2,0.713043478,0.265217391,0,0,0,0,0,0,0,0,0.02173913
PL_M13STRW,1,0.117886179,0.268292683,0.31300813,0.166666667,0,0,0,0,0.117886179,0,0.016260163
PL_M13STUPBRZU,1,0.059160305,0.486641221,0.366412214,0,0,0,0,0,0.08778626,0,0
PL_M13TANEWOTA,3,0.775,0.015,0.185,0,0,0,0,0,0.02,0,0.005
PL_M14BIGLBINY,3,0.25310559,0.118012422,0.628881988,0,0,0,0,0,0,0,0
PL_M14SLACZ,3,0.031055901,0.621118012,0.335403727,0,0,0,0,0,0,0,0.01242236
PL_M14ZWLEGOSC,13,0.021276596,0.029787234,0.076595745,0.012765957,0,0.004255319,0,0,0.059574468,0.008510638,0.787234043
PL_M15KONSTRULO,1,0.012048193,0.253012048,0.012048193,0,0,0,0,0,0.048192771,0,0.674698795
PL_M15MURYKRZA,3,0.030769231,0.523076923,0.246153846,0.015384615,0,0,0,0,0.015384615,0,0.169230769
PL_M15PRUDYTM,3,0,0.389758179,0.503556188,0,0,0,0,0,0,0,0.106685633
PL_M15REKO,13,0.5,0.131578947,0,0,0,0,0,0,0.078947368,0.105263158,0.184210526
PL_M15WELPi,3,0.625,0.193181818,0.051136364,0,0,0,0,0,0.022727273,0,0.107954545
PL_M15WETKA,2,0.135021097,0.333333333,0.53164557,0,0,0,0,0,0,0,0
PL_M16NARUFROMB,3,0.029411765,0.088235294,0,0,0,0,0,0,0,0,0.882352941
PL_M16PISKTULN,13,0,0.711538462,0,0.019230769,0,0,0,0,0,0,0.269230769
PL_M16REWE,3,0.09375,0.28125,0.1875,0.015625,0,0,0,0,0.046875,0.015625,0.359375
PL_M16WELJa,3,0.16,0.04,0.04,0,0,0.05,0,0,0.03,0,0.68
PL_M16WIAR1,1,0.100371747,0.345724907,0.553903346,0,0,0,0,0,0,0,0
PL_M17MIENSKE,3,0,0.025641026,0,0,0,0,0,0,0,0,0.974358974
